,Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name
4243,GE,Madhya Pradesh,6,20,1977,3.0,0,3,1,DRIGPAL SHAH KESHRI SHAH,M,BLD,101007,,188889,495505.0,BASTAR,ST,,4,38.12,53.47,no,50054,26.5,2.63,GEMP25097,,1711,True,1,,,,,,1,False,False,False,,
4244,GE,Madhya Pradesh,6,20,1977,3.0,0,3,2,LAMBODAR BALIYAR,M,INC,50953,,188889,495505.0,BASTAR,ST,,4,38.12,26.98,no,22503,11.91,2.63,GEMP20623,,3482,True,2,IND,10809.0,BASTAR,True,False,1,False,True,True,,
4245,GE,Madhya Pradesh,6,20,1977,3.0,0,3,3,MAHENDRA KUMAR KARMA,M,IND,28450,,188889,495505.0,BASTAR,ST,,4,38.12,15.06,yes,19971,10.57,2.63,GEMP25098,,10809,True,1,,,,,,0,False,False,False,,
4246,GE,Madhya Pradesh,6,20,1977,3.0,0,3,4,AITU GULODI,M,IND,8479,,188889,495505.0,BASTAR,ST,,4,38.12,4.49,yes,0,0.0,2.63,GEMP20628,,10809,True,2,IND,10809.0,BASTAR,True,True,0,False,False,True,,
4247,GE,Madhya Pradesh,6,21,1977,3.0,0,3,1,MOHAN BHAIYA,M,BLD,177922,,336251,602735.0,DURG,GEN,,7,55.79,52.91,no,51575,15.34,2.38,GEMP25102,,1711,True,1,,,,,,1,False,False,False,,
4248,GE,Madhya Pradesh,6,21,1977,3.0,0,3,2,CHANDOOLAL CHANDRAKAR,M,INC,126347,,336251,602735.0,DURG,GEN,,7,55.79,37.58,no,113938,33.88,2.38,GEMP82702,,3482,True,3,INC,3482.0,DURG,True,True,2,False,True,True,,
4249,GE,Madhya Pradesh,6,21,1977,3.0,0,3,3,P. K. MAHESHKAR,M,IND,12409,,336251,602735.0,DURG,GEN,,7,55.79,3.69,yes,4183,1.24,2.38,GEMP25101,,10809,True,1,,,,,,0,False,False,False,,
4250,GE,Madhya Pradesh,6,21,1977,3.0,0,3,4,SAMBAL CHAKRAVARTI,M,CPI,8226,,336251,602735.0,DURG,GEN,,7,55.79,2.45,yes,3695,1.1,2.38,GEMP25105,,2444,True,1,,,,,,0,False,False,False,,
4251,GE,Madhya Pradesh,6,21,1977,3.0,0,3,5,RAMYAGYA,M,IND,4531,,336251,602735.0,DURG,GEN,,7,55.79,1.35,yes,916,0.27,2.38,GEMP25104,,10809,True,1,,,,,,0,False,False,False,,
4252,GE,Madhya Pradesh,6,21,1977,3.0,0,3,6,RAMSINGH KURRE,M,IND,3615,,336251,602735.0,DURG,GEN,,7,55.79,1.08,yes,414,0.12,2.38,GEMP25103,,10809,True,1,,,,,,0,False,False,False,,
4253,GE,Madhya Pradesh,6,21,1977,3.0,0,3,7,AELTEMESH M. M. REIN,M,IND,3201,,336251,602735.0,DURG,GEN,,7,55.79,0.95,yes,0,0.0,2.38,GEMP25106,,10809,True,1,,,,,,0,False,False,False,,
4254,GE,Madhya Pradesh,6,22,1977,3.0,0,3,1,MADAN TIWARY,M,BLD,178476,,275740,539946.0,RAJNANDGAON,GEN,,3,51.07,64.73,no,87933,31.89,1.89,GEMP25108,,1711,True,1,,,,,,1,False,False,False,,
4255,GE,Madhya Pradesh,6,22,1977,3.0,0,3,2,RAM SAHAI PANDEY,M,INC,90543,,275740,539946.0,RAJNANDGAON,GEN,,3,51.07,32.84,no,83822,30.4,1.89,GEMP84299,,3482,True,2,INC,3482.0,RAJNANDGAON,True,True,1,False,True,True,,
4256,GE,Madhya Pradesh,6,22,1977,3.0,0,3,3,LAKHAN SHAH KUNJAM,M,IND,6721,,275740,539946.0,RAJNANDGAON,GEN,,3,51.07,2.44,yes,0,0.0,1.89,GEMP25109,,10809,True,1,,,,,,0,False,False,False,,
4257,GE,Madhya Pradesh,6,23,1977,3.0,0,3,1,KACHARU LAL HEMRAJ JAIN,M,RPK,153980,,285743,546723.0,BALAGHAT,GEN,,10,52.26,53.89,no,49708,17.4,2.38,GEMP25119,,14880,True,1,,,,,,1,False,False,False,,
4258,GE,Madhya Pradesh,6,23,1977,3.0,0,3,2,CHINTAMAN RAO GAUTAM,M,INC,104272,,285743,546723.0,BALAGHAT,GEN,,10,52.26,36.49,no,95996,33.6,2.38,GEMP19139,,3482,True,3,INC,3482.0,BALAGHAT,True,True,2,False,True,True,,
4259,GE,Madhya Pradesh,6,23,1977,3.0,0,3,3,RAMCHARAN BHANWARE,M,IND,8276,,285743,546723.0,BALAGHAT,GEN,,10,52.26,2.9,yes,1924,0.67,2.38,GEMP19141,,10809,True,3,IND,10809.0,BALAGHAT,True,True,0,False,False,True,,
4260,GE,Madhya Pradesh,6,23,1977,3.0,0,3,4,ZUMMAKLAL KISHOR,M,IND,6352,,285743,546723.0,BALAGHAT,GEN,,10,52.26,2.22,yes,1927,0.67,2.38,GEMP25111,,10809,True,1,,,,,,0,False,False,False,,
4261,GE,Madhya Pradesh,6,23,1977,3.0,0,3,5,RAM PRASAD UMARE NAMDEO,M,IND,4425,,285743,546723.0,BALAGHAT,GEN,,10,52.26,1.55,yes,1727,0.6,2.38,GEMP25110,,10809,True,1,,,,,,0,False,False,False,,
4262,GE,Madhya Pradesh,6,23,1977,3.0,0,3,6,PURAN GANPAT,M,IND,2698,,285743,546723.0,BALAGHAT,GEN,,10,52.26,0.94,yes,777,0.27,2.38,GEMP25112,,10809,True,1,,,,,,0,False,False,False,,
4263,GE,Madhya Pradesh,6,23,1977,3.0,0,3,7,AMARSINGH JALANSINGH,M,IND,1921,,285743,546723.0,BALAGHAT,GEN,,10,52.26,0.67,yes,187,0.07,2.38,GEMP25115,,10809,True,1,,,,,,0,False,False,False,,
4264,GE,Madhya Pradesh,6,23,1977,3.0,0,3,8,MOHANLAL SAULAKHE,M,IND,1734,,285743,546723.0,BALAGHAT,GEN,,10,52.26,0.61,yes,458,0.16,2.38,GEMP25114,,10809,True,1,,,,,,0,False,False,False,,
4265,GE,Madhya Pradesh,6,23,1977,3.0,0,3,9,BASANTLAL NAGPURE,M,IND,1276,,285743,546723.0,BALAGHAT,GEN,,10,52.26,0.45,yes,467,0.16,2.38,GEMP25118,,10809,True,1,,,,,,0,False,False,False,,
4266,GE,Madhya Pradesh,6,23,1977,3.0,0,3,10,RAWANLAL DHEDYA,M,IND,809,,285743,546723.0,BALAGHAT,GEN,,10,52.26,0.28,yes,0,0.0,2.38,GEMP25117,,10809,True,1,,,,,,0,False,False,False,,
4267,GE,Madhya Pradesh,6,24,1977,3.0,0,3,1,SHYAMLAL DHURVE,M,BLD,126646,,180493,497295.0,MANDLA,ST,,2,36.29,70.17,no,72799,40.33,1.72,GEMP25121,,1711,True,1,,,,,,1,False,False,False,,
4268,GE,Madhya Pradesh,6,24,1977,3.0,0,3,2,MANGRU GANOO UIKEY,M,INC,53847,,180493,497295.0,MANDLA,ST,,2,36.29,29.83,no,0,0.0,1.72,GEMP16849,,3482,True,4,INC,3482.0,MANDLA,True,True,3,False,True,True,,
4269,GE,Madhya Pradesh,6,25,1977,3.0,0,3,1,SHARAD YADAV,M,BLD,194516,GEN,329112,587198.0,JABALPUR,GEN,,4,56.05,59.1,no,75891,23.06,2.08,GEBR42656,,1711,True,1,,,,,,1,False,False,False,,
4270,GE,Madhya Pradesh,6,25,1977,3.0,0,3,2,JAGDISH NARAIN AWASTHY,M,INC,118625,,329112,587198.0,JABALPUR,GEN,,4,56.05,36.04,no,109874,33.38,2.08,GEMP25123,,3482,True,1,,,,,,0,False,False,False,,
4271,GE,Madhya Pradesh,6,25,1977,3.0,0,3,3,MAHENDRA BAJPAI,M,IND,8751,,329112,587198.0,JABALPUR,GEN,,4,56.05,2.66,yes,1531,0.47,2.08,GEMP25125,,10809,True,1,,,,,,0,False,False,False,,
4272,GE,Madhya Pradesh,6,25,1977,3.0,0,3,4,MAHADEO PRASAD MISHRA MANISHI,M,IND,7220,,329112,587198.0,JABALPUR,GEN,,4,56.05,2.19,yes,0,0.0,2.08,GEMP19149,,10809,True,3,IND,10809.0,JABALPUR,True,True,0,False,False,True,,
4273,GE,Madhya Pradesh,6,26,1977,3.0,0,3,1,NIRMAL CHANDRA JAIN,M,BLD,157123,,269944,552085.0,SEONI,GEN,,3,48.9,58.21,no,53561,19.84,2.04,GEMP25128,,1711,True,1,,,,,,1,False,False,False,,
4274,GE,Madhya Pradesh,6,26,1977,3.0,0,3,2,THAKUR RAGHURAJ SING,M,INC,103562,,269944,552085.0,SEONI,GEN,,3,48.9,38.36,no,94303,34.93,2.04,GEMP25126,,3482,True,1,,,,,,0,False,False,False,,
4275,GE,Madhya Pradesh,6,26,1977,3.0,0,3,3,ISRAR ALI SULTAN ALI,M,IND,9259,,269944,552085.0,SEONI,GEN,,3,48.9,3.43,yes,0,0.0,2.04,GEMP25127,,10809,True,1,,,,,,0,False,False,False,,
4276,GE,Madhya Pradesh,6,27,1977,3.0,0,3,1,GARGISHANKAR RAMKRISHNA MISHRA,M,INC,99396,,226943,514364.0,CHHINDWARA,GEN,,4,44.12,43.8,no,2369,1.04,2.63,GEMP19165,,3482,True,3,INC,3482.0,CHHINDWARA,True,True,3,False,True,True,,
4277,GE,Madhya Pradesh,6,27,1977,3.0,0,3,2,PRATULCHANDRA DWIVEDI,M,BLD,97027,,226943,514364.0,CHHINDWARA,GEN,,4,44.12,42.75,no,72877,32.11,2.63,GEMP25132,,1711,True,1,,,,,,0,False,False,False,,
4278,GE,Madhya Pradesh,6,27,1977,3.0,0,3,3,PRASHANT KUMAR N. H. BANERJEE,M,IND,24150,,226943,514364.0,CHHINDWARA,GEN,,4,44.12,10.64,yes,17780,7.83,2.63,GEMP25131,,10809,True,1,,,,,,0,False,False,False,,
4279,GE,Madhya Pradesh,6,27,1977,3.0,0,3,4,VASANTRAO SHIVAJEE,M,IND,6370,,226943,514364.0,CHHINDWARA,GEN,,4,44.12,2.81,yes,0,0.0,2.63,GEMP25130,,10809,True,1,,,,,,0,False,False,False,,
4280,GE,Madhya Pradesh,6,28,1977,3.0,0,3,1,SUBHASH CHANDRA AHUJA,M,BLD,108660,,220301,504032.0,BETUL,GEN,,6,43.71,49.32,no,26923,12.22,2.63,GEMP25133,,1711,True,1,,,,,,1,False,False,False,,
4281,GE,Madhya Pradesh,6,28,1977,3.0,0,3,2,NARENDRA KUMAR SALVE,M,INC,81737,,220301,504032.0,BETUL,GEN,,6,43.71,37.1,no,70150,31.84,2.63,GEMP19169,,3482,True,3,INC,3482.0,BETUL,True,True,2,False,True,True,,
4282,GE,Madhya Pradesh,6,28,1977,3.0,0,3,3,DINKARRAO BABULAL,M,IND,11587,,220301,504032.0,BETUL,GEN,,6,43.71,5.26,yes,2283,1.04,2.63,GEMP25134,,10809,True,1,,,,,,0,False,False,False,,
4283,GE,Madhya Pradesh,6,28,1977,3.0,0,3,4,DESHPANDE VISHYA DHAR LAXMAN,M,IND,9304,,220301,504032.0,BETUL,GEN,,6,43.71,4.22,yes,4160,1.89,2.63,GEMP25138,,10809,True,1,,,,,,0,False,False,False,,
4284,GE,Madhya Pradesh,6,28,1977,3.0,0,3,5,DHARMENDRA KUMAR HARI DATT,M,IND,5144,,220301,504032.0,BETUL,GEN,,6,43.71,2.33,yes,1275,0.58,2.63,GEMP25136,,10809,True,1,,,,,,0,False,False,False,,
4285,GE,Madhya Pradesh,6,28,1977,3.0,0,3,6,ABDUL RAZZAK MOHD. AKBAR SHAH,M,IND,3869,,220301,504032.0,BETUL,GEN,,6,43.71,1.76,yes,0,0.0,2.63,GEMP25135,,10809,True,1,,,,,,0,False,False,False,,
4286,GE,Madhya Pradesh,6,29,1977,3.0,0,3,1,KAMATH HARI VISHNU,M,BLD,208596,,309021,561979.0,HOSHANGABAD,GEN,,2,54.99,67.5,no,108171,35.0,1.75,GEMP16871,,1711,True,3,PSP,6168.0,HOSHANGABAD,True,False,2,True,False,False,,
4287,GE,Madhya Pradesh,6,29,1977,3.0,0,3,2,CHOUDHARY NITIRAJ SINGH DAULAT SINGH,M,INC,100425,,309021,561979.0,HOSHANGABAD,GEN,,2,54.99,32.5,no,0,0.0,1.75,GEMP22858,,3482,True,3,INC,3482.0,HOSHANGABAD,True,True,2,False,True,True,,
4288,GE,Madhya Pradesh,6,30,1977,3.0,0,3,1,ARIF BEG,M,BLD,231023,,364683,616993.0,BHOPAL,GEN,,3,59.11,63.35,no,108526,29.76,1.96,GEMP37596,,1711,True,2,SSP,7619.0,BHOPAL,True,False,1,True,False,True,,
4289,GE,Madhya Pradesh,6,30,1977,3.0,0,3,2,SHANKAR DAYAL SHARMA,M,INC,122497,,364683,616993.0,BHOPAL,GEN,,3,59.11,33.59,no,111334,30.53,1.96,GEMP25141,,3482,True,2,INC,3482.0,BHOPAL,True,True,1,False,True,True,,
4290,GE,Madhya Pradesh,6,30,1977,3.0,0,3,3,BABULAL SANGODE,M,IND,11163,,364683,616993.0,BHOPAL,GEN,,3,59.11,3.06,yes,0,0.0,1.96,GEMP25143,,10809,True,1,,,,,,0,False,False,False,,
4291,GE,Madhya Pradesh,6,31,1977,3.0,0,3,1,RAGHAVJI,M,BLD,218276,,335979,587424.0,VIDISHA,GEN,,5,57.2,64.97,no,123734,36.83,2.0,AEMP4066,,1711,True,1,,,,,,1,False,False,False,,
4292,GE,Madhya Pradesh,6,31,1977,3.0,0,3,2,GUFRAN MD. AZAM,M,INC,94542,,335979,587424.0,VIDISHA,GEN,,5,57.2,28.14,no,78878,23.48,2.0,GEMP29991,,3482,True,1,,,,,,0,False,False,False,,
4293,GE,Madhya Pradesh,6,31,1977,3.0,0,3,3,RADHEYSHYAM,M,IND,15664,,335979,587424.0,VIDISHA,GEN,,5,57.2,4.66,yes,11290,3.36,2.0,GEMP25144,,10809,True,1,,,,,,0,False,False,False,,
4294,GE,Madhya Pradesh,6,31,1977,3.0,0,3,4,BABULAL SAHU,M,IND,4374,,335979,587424.0,VIDISHA,GEN,,5,57.2,1.3,yes,1251,0.37,2.0,GEMP25148,,10809,True,1,,,,,,0,False,False,False,,
4295,GE,Madhya Pradesh,6,31,1977,3.0,0,3,5,SHAKILUDDIN,M,IND,3123,,335979,587424.0,VIDISHA,GEN,,5,57.2,0.93,yes,0,0.0,2.0,GEMP25147,,10809,True,1,,,,,,0,False,False,False,,
4296,GE,Madhya Pradesh,6,32,1977,3.0,0,3,1,PANDIT VASHANT KUMAR RAM KRISHNA,M,BLD,226578,,306943,577412.0,RAJGARH,GEN,,3,53.16,73.82,no,151535,49.37,1.67,GEMP25149,,1711,True,1,,,,,,1,False,False,False,,
4297,GE,Madhya Pradesh,6,32,1977,3.0,0,3,2,KANHIYALAL BHURA BHAI,M,INC,75043,,306943,577412.0,RAJGARH,GEN,,3,53.16,24.45,no,69721,22.71,1.67,GEMP25151,,3482,True,1,,,,,,0,False,False,False,,
4298,GE,Madhya Pradesh,6,32,1977,3.0,0,3,3,MOHAN SINGH RAGHUNATH SINGH,M,IND,5322,,306943,577412.0,RAJGARH,GEN,,3,53.16,1.73,yes,0,0.0,1.67,GEMP25150,,10809,True,1,,,,,,0,False,False,False,,
4299,GE,Madhya Pradesh,6,33,1977,3.0,0,3,1,PHOOL CHAND VERMA,M,BLD,238787,,398729,580748.0,SHAJAPUR,SC,,3,68.66,59.89,no,84792,21.27,1.96,GEMP22497,,1711,True,2,BJS,4152.0,UJJAIN,False,False,2,True,True,True,,
4300,GE,Madhya Pradesh,6,33,1977,3.0,0,3,2,BAPULAL MALVIYA,M,INC,153995,SC,398729,580748.0,SHAJAPUR,SC,,3,68.66,38.62,no,148048,37.13,1.96,GEMP22498,,3482,True,2,INC,3482.0,UJJAIN,False,True,0,False,False,True,,
4301,GE,Madhya Pradesh,6,33,1977,3.0,0,3,3,BABULAL MALVIYA,M,IND,5947,,398729,580748.0,SHAJAPUR,SC,,3,68.66,1.49,yes,0,0.0,1.96,GEMP83973,,10809,True,1,,,,,,0,False,False,False,,
4302,GE,Madhya Pradesh,6,34,1977,3.0,0,3,1,PARMANAND THAKURDAS GOVINDJIWALA,M,BLD,182031,,310039,524670.0,KHANDWA,GEN,,2,59.09,58.71,no,54023,17.42,1.96,GEMP25156,,1711,False,1,,,,,,1,False,False,False,,
4303,GE,Madhya Pradesh,6,34,1977,3.0,0,3,2,GANGACHARAN DIXIT,M,INC,128008,,310039,524670.0,KHANDWA,GEN,,2,59.09,41.29,no,0,0.0,1.96,GEMP19200,,3482,False,3,INC,3482.0,KHANDWA,True,True,2,False,True,True,,
4304,GE,Madhya Pradesh,6,34,1979,,1,3,1,K.THAKRE,,JNP,192280,,373615,524670.0,KHANDWA,GEN,,7,71.21,51.46,no,38486,10.3,2.33,GEMP82689,,4406,True,1,,,,,,1,False,False,False,,
4305,GE,Madhya Pradesh,6,34,1979,,1,3,2,S.N.THAKUR,,INC(I),153794,,373615,524670.0,KHANDWA,GEN,,7,71.21,41.16,no,146624,39.24,2.33,GEMP82690,,3482,True,1,,,,,,0,False,False,False,,
4306,GE,Madhya Pradesh,6,34,1979,,1,3,3,P.K.MEDHE,,RPI,7170,,373615,524670.0,KHANDWA,GEN,,7,71.21,1.92,yes,687,0.18,2.33,GEMP82691,,6911,True,1,,,,,,0,False,False,False,,
4307,GE,Madhya Pradesh,6,34,1979,,1,3,4,P.KHANUJA,,IND,6483,,373615,524670.0,KHANDWA,GEN,,7,71.21,1.74,yes,47,0.01,2.33,GEMP82692,,10809,True,1,,,,,,0,False,False,False,,
4308,GE,Madhya Pradesh,6,34,1979,,1,3,5,R.DWARKANATH,,IND,6436,,373615,524670.0,KHANDWA,GEN,,7,71.21,1.72,yes,1884,0.5,2.33,GEMP82693,,10809,True,1,,,,,,0,False,False,False,,
4309,GE,Madhya Pradesh,6,34,1979,,1,3,6,S.G.POUL,,IND,4552,,373615,524670.0,KHANDWA,GEN,,7,71.21,1.22,yes,1652,0.44,2.33,GEMP82694,,10809,True,1,,,,,,0,False,False,False,,
4310,GE,Madhya Pradesh,6,34,1979,,1,3,7,N.DABKAR,,IND,2900,,373615,524670.0,KHANDWA,GEN,,7,71.21,0.78,yes,0,0.0,2.33,GEMP82695,,10809,True,1,,,,,,0,False,False,False,,
4311,GE,Madhya Pradesh,6,35,1977,3.0,0,3,1,RAMESHWAR PATIDAR,M,BLD,163834,,320937,537398.0,KHARGONE,GEN,,7,59.72,51.05,no,35858,11.17,2.38,GEMP25159,,1711,True,1,,,,,,1,False,False,False,,
4312,GE,Madhya Pradesh,6,35,1977,3.0,0,3,2,SUBHAS YADAW,M,INC,127976,,320937,537398.0,KHARGONE,GEN,,7,59.72,39.88,no,115489,35.98,2.38,GEMP25157,,3482,True,1,,,,,,0,False,False,False,,
4313,GE,Madhya Pradesh,6,35,1977,3.0,0,3,3,RAJNIKANT NARAYANDAS HARSOLA,M,IND,12487,,320937,537398.0,KHARGONE,GEN,,7,59.72,3.89,yes,5058,1.58,2.38,GEMP25160,,10809,True,1,,,,,,0,False,False,False,,
4314,GE,Madhya Pradesh,6,35,1977,3.0,0,3,4,MANGILAL BHALSE,M,IND,7429,,320937,537398.0,KHARGONE,GEN,,7,59.72,2.31,yes,1337,0.42,2.38,GEMP25158,,10809,True,1,,,,,,0,False,False,False,,
4315,GE,Madhya Pradesh,6,35,1977,3.0,0,3,5,MUNSHILAL AGRAWAL,M,IND,6092,,320937,537398.0,KHARGONE,GEN,,7,59.72,1.9,yes,4194,1.31,2.38,GEMP25163,,10809,True,1,,,,,,0,False,False,False,,
4316,GE,Madhya Pradesh,6,35,1977,3.0,0,3,6,SURESH RATHORE,M,IND,1898,,320937,537398.0,KHARGONE,GEN,,7,59.72,0.59,yes,677,0.21,2.38,GEMP25161,,10809,True,1,,,,,,0,False,False,False,,
4317,GE,Madhya Pradesh,6,35,1977,3.0,0,3,7,IQBAL QUREISHI,M,IND,1221,,320937,537398.0,KHARGONE,GEN,,7,59.72,0.38,yes,0,0.0,2.38,GEMP25162,,10809,True,1,,,,,,0,False,False,False,,
4318,GE,Madhya Pradesh,6,36,1977,3.0,0,3,1,BHARAT SINGH GULAB SINGH,M,BLD,170110,,294846,542947.0,DHAR,ST,,2,54.3,57.69,no,45374,15.39,1.96,GEMP100128,,1711,True,3,BJS,4152.0,DHAR,True,False,3,True,True,True,,
4319,GE,Madhya Pradesh,6,36,1977,3.0,0,3,2,MANGILAL ADIWASI,M,INC,124736,,294846,542947.0,DHAR,ST,,2,54.3,42.31,no,0,0.0,1.96,GEMP25164,,3482,True,1,,,,,,0,False,False,False,,
4320,GE,Madhya Pradesh,6,37,1977,3.0,0,3,1,KALYAN JAIN,M,BLD,174278,,351754,560665.0,INDORE,GEN,,8,62.74,49.55,no,36636,10.42,2.44,GEMP25173,,1711,True,1,,,,,,1,False,False,False,,
4321,GE,Madhya Pradesh,6,37,1977,3.0,0,3,2,BHATT NANDKISHORE,M,INC,137642,,351754,560665.0,INDORE,GEN,,8,62.74,39.13,no,107917,30.68,2.44,GEMP22869,,3482,True,2,INC,3482.0,SHAJAPUR,False,True,0,False,False,True,,
4322,GE,Madhya Pradesh,6,37,1977,3.0,0,3,3,HOMI F. DAJI,M,CPI,29725,,351754,560665.0,INDORE,GEN,,8,62.74,8.45,yes,26444,7.52,2.44,GEMP29648,,2444,True,4,CPI,2444.0,INDORE,True,True,1,False,False,True,,
4323,GE,Madhya Pradesh,6,37,1977,3.0,0,3,4,BASHIR PATEL HAJI KASAM PATEL,M,IND,3281,,351754,560665.0,INDORE,GEN,,8,62.74,0.93,yes,486,0.14,2.44,GEMP25167,,10809,True,1,,,,,,0,False,False,False,,
4324,GE,Madhya Pradesh,6,37,1977,3.0,0,3,5,METHARAM TOLANI,M,IND,2795,GEN,351754,560665.0,INDORE,GEN,,8,62.74,0.79,yes,1237,0.35,2.44,GEMP25168,,10809,True,1,,,,,,0,False,False,False,,
4325,GE,Madhya Pradesh,6,37,1977,3.0,0,3,6,SUBHASH CHANDRA BABULAL JAIN,M,IND,1558,,351754,560665.0,INDORE,GEN,,8,62.74,0.44,yes,155,0.04,2.44,GEMP25172,,10809,True,1,,,,,,0,False,False,False,,
4326,GE,Madhya Pradesh,6,37,1977,3.0,0,3,7,GHANSHYAM GANGARAM,M,IND,1403,,351754,560665.0,INDORE,GEN,,8,62.74,0.4,yes,331,0.09,2.44,GEMP25170,,10809,True,1,,,,,,0,False,False,False,,
4327,GE,Madhya Pradesh,6,37,1977,3.0,0,3,8,RAJINDRA KUMAR MITTAL,M,IND,1072,,351754,560665.0,INDORE,GEN,,8,62.74,0.3,yes,0,0.0,2.44,GEMP25171,,10809,True,1,,,,,,0,False,False,False,,
4328,GE,Madhya Pradesh,6,38,1977,3.0,0,3,1,HUKUMCHAND KACHHAWAY,M,BLD,202276,,355021,550046.0,UJJAIN,SC,,5,64.54,56.98,no,69097,19.46,2.17,GEMP16895,,1711,True,4,BJS,4152.0,MORENA,False,False,4,True,True,True,,
4329,GE,Madhya Pradesh,6,38,1977,3.0,0,3,2,DURGADAS SURYAVANSHI,M,INC,133179,,355021,550046.0,UJJAIN,SC,,5,64.54,37.51,no,123713,34.85,2.17,GEMP19191,,3482,True,2,INC,3482.0,UJJAIN,True,True,0,False,False,False,,
4330,GE,Madhya Pradesh,6,38,1977,3.0,0,3,3,BAJRANGLAL PEDWA,M,IND,9466,,355021,550046.0,UJJAIN,SC,,5,64.54,2.67,yes,3326,0.94,2.17,GEMP25174,,10809,True,1,,,,,,0,False,False,False,,
4331,GE,Madhya Pradesh,6,38,1977,3.0,0,3,4,GORELAL DHAIRYA,M,IND,6140,,355021,550046.0,UJJAIN,SC,,5,64.54,1.73,yes,2180,0.61,2.17,GEMP25178,,10809,True,1,,,,,,0,False,False,False,,
4332,GE,Madhya Pradesh,6,38,1977,3.0,0,3,5,OMPRAKASH JATWA,M,IND,3960,,355021,550046.0,UJJAIN,SC,,5,64.54,1.12,yes,0,0.0,2.17,GEMP25177,,10809,True,1,,,,,,0,False,False,False,,
4333,GE,Madhya Pradesh,6,39,1977,3.0,0,3,1,BHAGIRATH BHAWAR,M,BLD,154550,,246428,518465.0,JHABUA,ST,,2,47.53,62.72,no,62672,25.43,1.89,GEMP45486,,1711,True,2,SSP,7619.0,JHABUA,True,False,2,True,True,True,,
4334,GE,Madhya Pradesh,6,39,1977,3.0,0,3,2,DILIP SINGH BHURIYA,M,INC,91878,ST,246428,518465.0,JHABUA,ST,,2,47.53,37.28,no,0,0.0,1.89,GEMP25180,,3482,True,1,,,,,,0,False,False,False,,
4335,GE,Madhya Pradesh,6,40,1977,3.0,0,3,1,LAXMINARAYAN PANDEY,M,BLD,199688,GEN,395041,598330.0,MANDSAUR,GEN,,5,66.02,50.55,no,51107,12.94,2.44,GEMP22528,,1711,True,2,BJS,4152.0,MANDSAUR,True,False,2,True,True,True,,
4336,GE,Madhya Pradesh,6,40,1977,3.0,0,3,2,BANSILAL GANDHI,M,INC,148581,,395041,598330.0,MANDSAUR,GEN,,5,66.02,37.61,no,106748,27.02,2.44,GEMP25182,,3482,True,1,,,,,,0,False,False,False,,
4337,GE,Madhya Pradesh,6,40,1977,3.0,0,3,3,RAMESH CHANDRA,M,IND,41833,,395041,598330.0,MANDSAUR,GEN,,5,66.02,10.59,yes,38769,9.81,2.44,GEMP25181,,10809,True,1,,,,,,0,False,False,False,,
4338,GE,Madhya Pradesh,6,40,1977,3.0,0,3,4,HEMANT KUMAR,M,IND,3064,,395041,598330.0,MANDSAUR,GEN,,5,66.02,0.78,yes,1189,0.3,2.44,GEMP25183,,10809,True,1,,,,,,0,False,False,False,,
4339,GE,Madhya Pradesh,6,40,1977,3.0,0,3,5,ARVIND JAISWAL,M,IND,1875,,395041,598330.0,MANDSAUR,GEN,,5,66.02,0.47,yes,0,0.0,2.44,GEMP25185,,10809,True,1,,,,,,0,False,False,False,,
4340,GE,Madhya Pradesh,7,1,1980,1.0,0,3,1,BABULAL SOLANKI,M,INC(I),113837,,266788,662214.0,MORENA,SC,,4,40.29,42.67,no,32054,12.01,3.03,GEMP29384,,3482,True,1,,,,,,1,False,False,False,,
4341,GE,Madhya Pradesh,7,1,1980,1.0,0,3,2,CHHAVIRAM ARGAL,M,JNP,81783,SC,266788,662214.0,MORENA,SC,,4,40.29,30.65,no,15664,5.87,3.03,GEMP25391,,4406,True,2,BLD,1711.0,MORENA,True,False,1,True,True,True,,
4342,GE,Madhya Pradesh,7,1,1980,1.0,0,3,3,DURGA PRASAD,M,JNP(S),66119,,266788,662214.0,MORENA,SC,,4,40.29,24.78,no,61070,22.89,3.03,GEMP29385,,15079,True,1,,,,,,0,False,False,False,,
4343,GE,Madhya Pradesh,7,1,1980,1.0,0,3,4,AMREIYA SUMERSINGH,M,IND,5049,,266788,662214.0,MORENA,SC,,4,40.29,1.89,yes,0,0.0,3.03,GEMP29382,,10809,True,1,,,,,,0,False,False,False,,
4344,GE,Madhya Pradesh,7,2,1980,1.0,0,3,1,KALICHARAN SHARMA,M,INC(I),105806,,319576,709517.0,BHIND,GEN,,14,45.04,33.11,no,10036,3.14,3.7,GEMP29393,,3482,True,1,,,,,,1,False,False,False,,
4345,GE,Madhya Pradesh,7,2,1980,1.0,0,3,2,RAMA SHANKAR SINGH,M,JNP(S),95770,,319576,709517.0,BHIND,GEN,,14,45.04,29.97,no,12356,3.87,3.7,GEMP29397,,15079,True,1,,,,,,0,False,False,False,,
